Protein IDs	Majority protein IDs	Peptides	Unique peptides	Score	Intensity	Intensity F01_Fraction1	Intensity F01_Fraction2	Intensity F01_Fraction3	Intensity F01_Fraction4	Intensity F02_FractionCyto	Intensity F02_FractionEnv	Intensity F04	Intensity F05	Intensity F06	Intensity F07_Fraction1	Intensity F07_Fraction2	Intensity F07_Fraction3	Intensity F07_Fraction4	Only identified by site	Reverse	Potential contaminant	id
MGYG000000038_00205	MGYG000000038_00205	7	7	2.95	1.0149E8	0E0	0E0	2.9464E7	7.466E5	4.7533E6	1.2621E7	6.2257E5	6.755E6	3.9756E6	3.8713E6	8.5739E6	2.1377E7	8.7308E6				11266
MGYG000003504_00096	MGYG000003504_00096	3	1	2.95	8.5209E7	0E0	2.3237E7	0E0	1.6915E6	4.7761E6	0E0	7.9273E5	1.1474E7	2.9948E6	0E0	4.6816E6	2.6057E7	9.5041E6				11267
MGYG000001637_00242	MGYG000001637_00242	9	2	2.95	2.9503E5	0E0	0E0	0E0	0E0	0E0	0E0	5.4199E3	6.123E4	3.5473E4	2.6377E4	0E0	4.5874E4	1.2065E5				11268
MGYG000001938_01042	MGYG000001938_01042	2	2	2.95	3.5455E6	0E0	0E0	1.2121E6	6.0021E5	1.6523E6	0E0	8.0891E4	0E0	0E0	0E0	0E0	0E0	0E0				11269
MGYG000004700_00284	MGYG000004700_00284	4	1	2.95	2.3788E6	0E0	0E0	2.4273E5	1.324E6	3.1247E5	0E0	0E0	0E0	4.9954E5	0E0	0E0	0E0	0E0				11270
MGYG000004345_00657	MGYG000004345_00657	3	2	2.94	9.6731E6	0E0	3.083E6	6.2285E5	0E0	0E0	1.465E6	2.0113E5	0E0	3.7133E6	0E0	0E0	0E0	5.8788E5				11271
MGYG000002528_00586	MGYG000002528_00586	6	3	2.94	4.4487E5	0E0	0E0	0E0	3.5471E4	0E0	4.094E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11272
MGYG000002352_00666	MGYG000002352_00666	2	2	2.94	1.2352E8	0E0	0E0	6.3957E7	1.065E7	0E0	0E0	2.5007E6	0E0	5.1064E6	0E0	0E0	0E0	4.1304E7				11273
MGYG000000045_00348	MGYG000000045_00348	2	2	2.94	6.0933E5	0E0	0E0	0E0	0E0	1.2975E4	0E0	1.2524E4	1.5379E5	9.5912E4	2.7989E4	5.7039E4	1.3077E5	1.1833E5				11274
MGYG000002478_02932	MGYG000002478_02932	2	2	2.94	9.3529E5	2.3818E5	4.349E5	0E0	0E0	0E0	0E0	2.6221E5	0E0	0E0	0E0	0E0	0E0	0E0				11275
MGYG000002829_02006	MGYG000002829_02006	4	1	2.94	1.5008E7	0E0	0E0	0E0	0E0	1.6562E6	1.8632E6	9.0983E5	2.7155E6	2.1456E6	1.4643E6	1.3703E6	2.0232E6	8.5982E5				11276
MGYG000002098_01048	MGYG000002098_01048	4	3	2.94	1.0295E6	2.6885E4	2.3506E4	1.2194E4	6.3216E4	6.639E4	6.4783E4	4.5103E3	1.6283E5	1.8624E5	0E0	1.5611E5	2.6282E5	0E0				11277
MGYG000000140_00423	MGYG000000140_00423	9	2	2.94	1.3567E7	0E0	5.7186E6	1.7857E6	0E0	3.7673E6	2.2047E6	9.0988E4	0E0	0E0	0E0	0E0	0E0	0E0				11278
MGYG000003291_01410	MGYG000003291_01410	4	1	2.94	1.4343E6	1.258E4	8.6232E2	1.45E3	0E0	0E0	1.0215E5	0E0	0E0	2.7459E5	0E0	0E0	1.0427E6	0E0				11279
MGYG000003694_02467	MGYG000003694_02467	2	1	2.94	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11280
MGYG000000262_02044	MGYG000000262_02044	2	2	2.94	8.3736E5	0E0	0E0	0E0	3.5386E4	2.942E5	0E0	1.9217E4	2.6839E5	0E0	0E0	7.8984E4	1.4118E5	0E0				11281
MGYG000002438_02224	MGYG000002438_02224	1	1	2.94	4.2403E6	0E0	2.2491E6	0E0	0E0	0E0	0E0	1.197E5	0E0	1.8715E6	0E0	0E0	0E0	0E0				11282
MGYG000001338_02442	MGYG000001338_02442	8	5	2.94	6.8941E6	0E0	1.4606E5	4.3E5	7.8562E4	8.2382E5	8.719E5	5.7856E4	0E0	5.7505E5	4.1849E5	3.8635E5	2.1657E6	9.4035E5				11283
MGYG000000002_03498	MGYG000000002_03498	2	1	2.94	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11284
MGYG000000038_01269	MGYG000000038_01269	11	2	2.94	2.0273E6	9.5245E4	3.7153E5	1.341E5	0E0	6.4418E5	2.5249E5	1.8487E5	0E0	0E0	0E0	3.4486E5	0E0	0E0				11285
MGYG000000196_00136	MGYG000000196_00136	3	3	2.94	4.7863E5	2.313E4	0E0	0E0	2.2413E4	0E0	0E0	7.9748E3	1.8775E5	1.9732E5	4.0039E4	0E0	0E0	0E0				11286
MGYG000000184_01756	MGYG000000184_01756	3	3	2.94	7.1069E5	1.291E4	0E0	0E0	3.2507E3	3.6708E5	4.8686E4	2.4517E3	6.771E4	6.569E4	3.1963E4	6.5181E4	4.5767E4	0E0				11287
sp|A0A0C4DH32|HV320_HUMAN	sp|A0A0C4DH32|HV320_HUMAN	4	1	2.94	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11288
MGYG000000039_01217	MGYG000000039_01217	10	1	2.94	1.4363E6	0E0	6.0456E5	8.3176E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11289
MGYG000001176_00360	MGYG000001176_00360	9	2	2.94	1.0983E6	0E0	0E0	0E0	5.69E4	1.7603E5	0E0	1.1758E4	1.0354E5	2.1833E5	0E0	0E0	1.8314E5	3.4862E5				11290
MGYG000000258_00769	MGYG000000258_00769	5	5	2.94	5.6284E6	3.9302E4	1.5614E6	4.8871E5	0E0	4.8871E5	0E0	3.5546E4	7.2651E5	6.3004E5	1.1132E5	0E0	8.5362E5	6.9318E5				11291
MGYG000001338_01934	MGYG000001338_01934	3	2	2.93	1.2157E7	0E0	0E0	0E0	0E0	3.4031E6	0E0	9.8921E4	4.706E6	2.272E6	5.9823E5	1.0784E6	0E0	0E0				11292
MGYG000000062_01775	MGYG000000062_01775	2	2	2.93	2.8746E6	0E0	0E0	8.3738E4	2.8498E5	6.4146E5	2.8498E5	1.0825E4	4.2206E5	0E0	1.1969E5	2.4765E5	7.7925E5	0E0				11293
MGYG000002271_00715	MGYG000002271_00715	3	1	2.93	6.911E5	0E0	4.2591E5	2.6519E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11294
MGYG000001707_01019	MGYG000001707_01019	3	1	2.93	3.1213E6	0E0	0E0	0E0	0E0	0E0	3.1213E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11295
MGYG000002945_00221	MGYG000002945_00221	4	2	2.93	2.3473E7	0E0	0E0	5.4071E6	2.5421E5	0E0	0E0	2.3461E5	4.8371E6	3.7878E6	1.3898E6	3.1615E6	4.4013E6	0E0				11296
MGYG000001527_01646	MGYG000001527_01646	2	1	2.93	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11297
MGYG000000208_01549	MGYG000000208_01549	1	1	2.93	4.8718E5	0E0	0E0	0E0	4.8718E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11298
MGYG000002545_00526	MGYG000002545_00526	5	5	2.93	6.4418E7	0E0	4.5653E6	4.5653E6	0E0	6.6607E6	0E0	5.2499E5	2.4648E7	4.3772E6	5.3352E6	2.162E6	8.8075E6	2.7722E6				11299
MGYG000002570_00468	MGYG000002570_00468	4	1	2.93	6.2128E5	0E0	6.2128E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11300
MGYG000000028_00900	MGYG000000028_00900	7	4	2.93	1.1092E7	1.5684E5	3.3632E4	4.4532E5	3.2136E5	3.499E6	3.1822E5	5.6565E4	1.0558E6	3.8486E5	2.2622E5	1.834E5	2.6993E6	1.7113E6				11301
MGYG000002960_00118	MGYG000002960_00118	4	1	2.93	4.5434E5	0E0	0E0	4.7249E4	1.4906E5	0E0	0E0	0E0	2.5804E5	0E0	0E0	0E0	0E0	0E0				11302
MGYG000000002_00345	MGYG000000002_00345	2	1	2.93	9.2756E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	2.6619E6	3.4356E6	0E0	1.1924E6	1.5072E6	4.7843E5				11303
MGYG000002492_02769	MGYG000002492_02769	4	3	2.93	4.4949E6	0E0	1.8323E6	1.2967E6	9.5529E5	0E0	0E0	4.1064E5	0E0	0E0	0E0	0E0	0E0	0E0				11304
MGYG000002459_00482	MGYG000002459_00482	11	8	2.93	3.9176E7	0E0	1.7956E6	3.073E6	9.3945E5	4.3483E6	4.0127E6	3.9074E5	5.4684E6	3.7517E6	3.4006E6	3.7475E6	8.2481E6	0E0				11305
MGYG000000078_00957	MGYG000000078_00957	3	3	2.93	2.1565E8	0E0	5.0371E7	1.8766E6	0E0	3.5716E7	0E0	0E0	3.568E7	0E0	0E0	2.3327E7	4.4772E7	2.3903E7				11306
MGYG000003366_02278	MGYG000003366_02278	2	1	2.93	1.5821E6	0E0	1.7729E5	0E0	0E0	4.5082E5	0E0	0E0	0E0	0E0	0E0	9.5401E5	0E0	0E0				11307
MGYG000000193_01489	MGYG000000193_01489	8	3	2.93	6.4981E6	0E0	3.793E5	3.5701E5	1.5669E5	1.697E6	0E0	2.1463E5	8.5548E5	5.0121E5	2.5503E5	7.8986E5	1.2919E6	0E0				11308
MGYG000002321_00354	MGYG000002321_00354	1	1	2.93	2.0472E7	0E0	7.4737E6	2.1509E6	0E0	0E0	0E0	7.7527E5	0E0	2.3358E6	8.1372E5	0E0	6.9222E6	0E0				11309
MGYG000002492_01327	MGYG000002492_01327	3	2	2.93	7.2842E6	0E0	1.0485E6	2.1464E6	1.8727E5	0E0	1.7609E6	4.591E4	7.216E5	0E0	6.6659E5	7.0709E5	0E0	0E0				11310
MGYG000001368_04139	MGYG000001368_04139	5	1	2.93	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11311
MGYG000000038_02240	MGYG000000038_02240	4	3	2.93	7.2525E5	0E0	0E0	1.7161E4	1.0684E4	2.2216E5	6.5687E4	2.7873E4	6.5687E4	1.223E5	5.3805E4	0E0	5.97E4	8.0194E4				11312
MGYG000003166_00738	MGYG000003166_00738	1	1	2.93	4.9771E5	0E0	0E0	0E0	1.5599E4	0E0	0E0	0E0	1.5664E5	0E0	7.2899E4	0E0	0E0	2.5257E5				11313
MGYG000000031_01825	MGYG000000031_01825	4	2	2.92	1.1458E7	0E0	0E0	0E0	0E0	2.0313E6	3.163E6	2.286E5	0E0	2.4207E6	0E0	1.1889E6	0E0	2.4257E6				11314
MGYG000000031_02314	MGYG000000031_02314	3	2	2.92	3.1689E7	0E0	0E0	0E0	0E0	4.6347E6	1.7456E6	5.9289E5	5.7905E6	3.2162E6	1.747E6	4.4472E6	6.3733E6	3.1418E6				11315
MGYG000004345_00976	MGYG000004345_00976	6	5	2.92	1.4863E7	0E0	9.1714E5	8.299E5	1.2804E6	4.1107E6	1.6242E6	0E0	1.6823E6	9.0304E5	5.3622E5	1.1913E6	1.4891E6	2.9839E5				11316
MGYG000002367_01427	MGYG000002367_01427	2	1	2.92	2.0519E6	0E0	0E0	0E0	0E0	2.0519E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11317
MGYG000001658_02208	MGYG000001658_02208	2	2	2.92	8.8978E5	0E0	3.3966E5	2.1001E5	3.4011E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11318
MGYG000000262_01435	MGYG000000262_01435	6	3	2.92	2.5603E6	6.0211E4	2.127E5	0E0	0E0	8.41E5	5.5346E5	6.1152E3	1.2853E5	2.2736E5	1.1462E5	1.575E5	1.6555E5	9.326E4				11319
MGYG000000374_01027	MGYG000000374_01027	3	1	2.92	4.6502E6	1.9961E5	1.1185E6	1.3647E5	4.0371E4	0E0	0E0	8.6139E4	2.4331E6	3.1947E5	0E0	3.1649E5	0E0	0E0				11320
MGYG000000031_00703	MGYG000000031_00703	2	2	2.92	2.4532E6	0E0	2.7688E5	0E0	0E0	7.0107E5	6.8432E5	6.048E4	0E0	7.3044E5	0E0	0E0	0E0	0E0				11321
MGYG000003431_01116	MGYG000003431_01116	3	1	2.92	4.7343E5	0E0	0E0	0E0	0E0	0E0	4.7343E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11322
MGYG000000002_02893	MGYG000000002_02893	15	1	2.92	4.9589E5	0E0	1.6987E4	0E0	0E0	1.5036E5	1.392E5	1.2493E5	0E0	6.4415E4	0E0	0E0	0E0	0E0				11323
MGYG000002492_00117	MGYG000002492_00117	1	1	2.92	3.5931E6	0E0	0E0	0E0	8.3018E5	0E0	0E0	1.0975E4	0E0	3.3751E5	0E0	0E0	2.4144E6	0E0				11324
MGYG000001292_00366	MGYG000001292_00366	5	5	2.92	1.3995E7	0E0	7.812E5	1.5987E6	1.7153E5	3.7073E6	0E0	3.7016E4	3.9431E6	9.6416E5	3.2956E5	8.5656E5	1.6057E6	0E0				11325
MGYG000003937_01156	MGYG000003937_01156	12	9	2.92	1.2606E7	0E0	0E0	8.2936E5	3.1846E5	2.1056E6	8.9495E5	1.3482E5	3.5602E6	1.324E6	8.1076E5	1.246E6	0E0	1.3823E6				11326
MGYG000002517_00289	MGYG000002517_00289	8	1	2.92	1.4075E7	0E0	0E0	0E0	4.7098E6	0E0	1.0714E6	1.4154E5	1.1961E6	3.2734E6	0E0	0E0	0E0	3.6824E6				11327
MGYG000000028_00307	MGYG000000028_00307	2	1	2.92	7.8136E6	0E0	0E0	0E0	0E0	4.8146E6	0E0	0E0	5.7543E5	6.8165E5	2.3899E5	0E0	1.5029E6	0E0				11328
MGYG000000033_00375	MGYG000000033_00375	2	1	2.92	8.5859E6	6.5822E5	0E0	6.4976E5	2.3992E5	1.1425E6	5.2739E5	6.8976E4	9.1742E5	1.4179E6	9.3908E5	0E0	6.6879E5	1.356E6				11329
MGYG000002031_01234	MGYG000002031_01234	5	1	2.92	2.032E6	0E0	3.0763E5	0E0	1.3953E5	0E0	0E0	0E0	0E0	1.1582E6	4.2668E5	0E0	0E0	0E0				11330
MGYG000002563_01722	MGYG000002563_01722	1	1	2.92	2.988E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	6.7087E5	5.9597E5	0E0	0E0	0E0	1.7212E6				11331
MGYG000002493_02768	MGYG000002493_02768	3	3	2.92	1.1988E6	0E0	1.414E4	1.012E4	5.328E4	0E0	1.4172E5	0E0	1.5862E5	1.7656E5	0E0	1.2295E5	3.0999E5	2.1145E5				11332
MGYG000002444_00959	MGYG000002444_00959	2	2	2.92	1.9974E8	0E0	4.2432E7	2.0449E6	0E0	1.1195E7	1.6262E7	1.3718E6	2.3715E7	3.0939E7	1.1534E7	9.2166E6	5.1034E7	0E0				11333
MGYG000000078_00183	MGYG000000078_00183	12	2	2.92	6.1123E6	0E0	0E0	3.0627E5	4.486E5	2.1498E6	5.3857E5	1.2059E5	1.6656E6	0E0	0E0	0E0	8.8296E5	0E0				11334
MGYG000002478_00782	MGYG000002478_00782	2	2	2.92	2.1122E7	0E0	4.2193E6	4.8086E6	0E0	2.6068E6	0E0	3.8102E5	0E0	6.2304E6	1.1195E6	0E0	0E0	1.7559E6				11335
MGYG000000002_01351	MGYG000000002_01351	2	1	2.92	5.7471E6	0E0	4.8203E5	0E0	0E0	0E0	0E0	6.0434E4	6.7514E5	3.6106E5	1.8596E5	0E0	0E0	3.9825E6				11336
MGYG000002602_00499	MGYG000002602_00499	4	3	2.92	1.1096E7	0E0	2.8964E6	0E0	2.2233E6	0E0	0E0	1.8233E5	0E0	0E0	9.0172E5	0E0	4.8919E6	0E0				11337
MGYG000000399_00003	MGYG000000399_00003	6	1	2.92	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11338
MGYG000002544_01551	MGYG000002544_01551	7	1	2.92	6.5256E5	0E0	0E0	0E0	0E0	2.416E5	0E0	0E0	1.0573E5	1.0948E5	0E0	0E0	1.9575E5	0E0				11339
MGYG000001292_02297	MGYG000001292_02297	2	1	2.91	2.2246E6	0E0	0E0	0E0	0E0	2.6777E5	0E0	1.1562E4	2.7147E5	3.4986E5	0E0	5.6677E5	7.5716E5	0E0				11340
MGYG000001689_05152	MGYG000001689_05152	5	2	2.91	2.136E5	0E0	0E0	1.8934E4	0E0	0E0	0E0	0E0	0E0	1.9466E5	0E0	0E0	0E0	0E0				11341
MGYG000000387_00300	MGYG000000387_00300	9	1	2.91	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11342
MGYG000000038_00965	MGYG000000038_00965	4	3	2.91	5.692E5	8.3356E3	8.3496E2	0E0	0E0	2.8882E5	7.7246E4	1.9841E3	5.1369E4	2.9236E4	4.6669E4	5.4211E4	0E0	1.0499E4				11343
MGYG000002098_00644	MGYG000002098_00644	9	1	2.91	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11344
MGYG000002478_00526	MGYG000002478_00526	5	5	2.91	2.6341E7	0E0	3.0931E6	6.8095E6	0E0	0E0	0E0	0E0	6.2825E6	3.9124E6	0E0	1.9293E6	3.4221E6	8.9193E5				11345
MGYG000003481_00755	MGYG000003481_00755	6	1	2.91	6.6722E6	1.2443E6	0E0	0E0	0E0	7.3788E5	3.1826E6	8.0703E5	7.0034E5	0E0	0E0	0E0	0E0	0E0				11346
MGYG000001338_02787	MGYG000001338_02787	7	2	2.91	6.073E6	3.8606E5	1.693E6	0E0	0E0	5.4653E5	2.6136E6	6.1671E4	2.6313E5	0E0	0E0	0E0	0E0	5.0894E5				11347
MGYG000000002_01963	MGYG000000002_01963	10	6	2.91	7.2242E6	0E0	5.8346E5	1.1557E5	1.824E5	1.4952E6	2.1002E6	9.0129E4	5.6441E5	3.2534E5	3.8077E5	1.3838E5	6.3907E5	6.0932E5				11348
MGYG000003937_00206	MGYG000003937_00206	1	1	2.91	1.3319E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	5.8955E5	7.4233E5				11349
sp|P07864|LDHC_HUMAN	sp|P07864|LDHC_HUMAN	4	2	2.91	1.4358E6	0E0	0E0	5.1741E3	0E0	1.644E5	4.172E5	4.8348E3	3.6483E5	2.2064E5	1.644E5	9.4294E4	0E0	0E0				11350
sp|Q92542|NICA_HUMAN	sp|Q92542|NICA_HUMAN	3	3	2.91	1.1526E8	0E0	7.9746E7	7.7128E6	4.4493E6	0E0	5.5536E6	4.4017E5	0E0	1.1357E7	0E0	5.5536E6	0E0	4.486E5				11351
MGYG000000065_02161	MGYG000000065_02161	5	1	2.91	1.9156E6	0E0	0E0	3.6983E5	8.8609E4	5.6035E5	0E0	3.8419E4	0E0	0E0	8.5835E5	0E0	0E0	0E0				11352
MGYG000000137_01342	MGYG000000137_01342	3	1	2.91	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11353
MGYG000000263_01649	MGYG000000263_01649	14	5	2.9	2.4316E8	0E0	0E0	0E0	0E0	1.0186E8	6.9629E6	1.2407E6	2.8555E7	2.3329E7	6.076E6	8.0675E6	4.1119E7	2.5957E7				11354
MGYG000001338_01989	MGYG000001338_01989	8	4	2.9	1.031E7	0E0	0E0	2.8369E6	2.5914E5	2.7811E6	0E0	0E0	8.2212E5	2.1805E6	0E0	5.7079E5	3.5325E5	5.062E5				11355
MGYG000001435_02042	MGYG000001435_02042	3	1	2.9	3.9397E8	0E0	0E0	0E0	0E0	0E0	3.7346E8	8.5044E6	0E0	0E0	0E0	1.2004E7	0E0	0E0				11356
MGYG000001292_02613	MGYG000001292_02613	1	1	2.9	4.4281E6	0E0	0E0	0E0	0E0	0E0	1.3364E6	4.0895E4	1.1051E6	2.0943E5	0E0	2.2065E5	1.5157E6	0E0				11357
MGYG000001665_01359	MGYG000001665_01359	8	1	2.9	3.6977E6	0E0	0E0	0E0	0E0	2.4858E5	0E0	0E0	2.3004E6	0E0	8.577E5	0E0	0E0	2.9097E5				11358
MGYG000002492_02250	MGYG000002492_02250	7	2	2.9	1.6263E6	2.4181E5	0E0	8.8588E5	2.105E5	0E0	0E0	2.8811E5	0E0	0E0	0E0	0E0	0E0	0E0				11359
MGYG000003937_01887	MGYG000003937_01887	3	3	2.9	3.9132E7	0E0	3.1612E6	0E0	1.2897E6	1.2003E7	0E0	1.8495E5	7.4834E6	8.6535E5	0E0	0E0	9.2809E6	4.8638E6				11360
MGYG000003656_00146	MGYG000003656_00146	3	1	2.9	2.0581E6	2.481E5	0E0	0E0	3.852E5	0E0	0E0	1.3324E4	3.4068E5	0E0	1.494E5	0E0	6.4852E5	2.7284E5				11361
MGYG000003937_00084	MGYG000003937_00084	3	3	2.9	2.901E6	0E0	4.2922E4	9.608E4	1.372E5	1.8722E5	2.7188E5	1.0939E5	4.3189E5	3.0185E5	6.2209E4	2.8251E5	8.0914E5	1.6866E5				11362
MGYG000000250_01094	MGYG000000250_01094	5	4	2.9	7.2711E6	0E0	1.3779E6	0E0	6.5707E5	0E0	0E0	1.2492E6	1.0426E6	9.6951E5	9.0151E5	1.0733E6	0E0	0E0				11363
sp|P07900|HS90A_HUMAN	sp|P07900|HS90A_HUMAN	6	3	2.9	2.0403E7	3.9559E6	6.325E6	1.268E6	9.9999E5	1.6756E6	6.9836E5	5.7181E5	1.4709E6	5.3493E5	9.6921E5	3.4473E5	0E0	1.5889E6				11364
MGYG000000038_00184	MGYG000000038_00184	6	2	2.9	9.826E5	0E0	0E0	0E0	1.6876E5	0E0	3.5607E5	0E0	0E0	8.7021E4	0E0	3.7075E5	0E0	0E0				11365
MGYG000002478_01473	MGYG000002478_01473	6	5	2.9	1.0679E8	0E0	9.0469E6	4.7233E6	0E0	2.9242E6	8.0895E7	9.4348E5	5.1994E6	0E0	0E0	8.0135E5	2.2591E6	0E0				11366
MGYG000004533_01347	MGYG000004533_01347	4	3	2.9	8.1489E6	0E0	4.0367E6	3.0167E6	6.2693E5	0E0	0E0	4.6852E5	0E0	0E0	0E0	0E0	0E0	0E0				11367
MGYG000003937_01343	MGYG000003937_01343	9	8	2.9	1.6955E7	1.0839E6	7.4389E5	2.6931E6	2.2848E5	7.7966E5	1.3236E6	6.0456E4	2.0807E6	1.5559E6	1.0145E6	2.0908E6	2.7917E6	5.0833E5				11368
MGYG000002138_00740	MGYG000002138_00740	2	1	2.9	9.7684E6	0E0	0E0	0E0	0E0	9.3167E4	0E0	2.9453E3	1.5543E6	9.9871E5	1.9879E5	6.2088E5	4.7691E6	1.5305E6				11369
MGYG000002469_00822	MGYG000002469_00822	4	1	2.9	1.3678E6	0E0	0E0	0E0	0E0	1.3678E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11370
MGYG000000140_00958	MGYG000000140_00958	11	4	2.9	1.6824E6	4.3907E4	1.1272E5	2.8342E5	9.1731E4	1.8989E5	2.957E5	3.3611E4	0E0	0E0	0E0	1.4075E5	3.0078E5	1.8989E5				11371
MGYG000002493_01291	MGYG000002493_01291	3	3	2.9	1.6385E7	0E0	0E0	0E0	0E0	1.4867E6	3.406E6	3.9668E4	1.6258E6	2.7113E6	1.2717E6	1.2453E6	1.8143E6	2.7842E6				11372
MGYG000001183_00890	MGYG000001183_00890	6	1	2.9	8.1582E5	0E0	0E0	2.8426E4	0E0	0E0	0E0	5.3418E4	1.0183E5	0E0	4.223E4	4.3552E4	1.3333E5	4.1303E5				11373
MGYG000000028_02101	MGYG000000028_02101	5	2	2.9	2.97E7	0E0	0E0	0E0	0E0	3.3414E6	7.4437E6	9.2846E4	4.7093E6	4.1123E6	0E0	5.0676E6	4.9326E6	0E0				11374
MGYG000003695_02720	MGYG000003695_02720	2	2	2.9	7.745E5	7.0098E3	0E0	0E0	0E0	4.2523E5	0E0	8.9993E3	1.3276E5	0E0	1.0649E5	0E0	9.4015E4	0E0				11375
MGYG000002040_00443	MGYG000002040_00443	5	3	2.9	5.7191E6	0E0	0E0	5.4103E5	2.2689E6	0E0	0E0	1.7088E5	0E0	2.1973E6	0E0	5.4103E5	0E0	0E0				11376
MGYG000000178_00367	MGYG000000178_00367	2	1	2.9	3.7255E5	0E0	3.7255E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				11377
MGYG000004041_00777	MGYG000004041_00777	4	2	2.9	6.4467E6	0E0	0E0	0E0	0E0	5.8404E5	4.1678E5	5.2156E4	6.4394E5	2.2953E6	2.8471E5	6.9204E5	1.0047E6	4.7299E5				11378
MGYG000000489_01665	MGYG000000489_01665	3	1	2.9	6.2584E5	0E0	0E0	0E0	5.7921E5	0E0	0E0	4.6638E4	0E0	0E0	0E0	0E0	0E0	0E0				11379
MGYG000001617_01620	MGYG000001617_01620	4	1	2.9	1.6739E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	1.6739E6	0E0	0E0	0E0	0E0				11380
MGYG000000251_02765	MGYG000000251_02765	4	1	2.9	1.3584E6	0E0	0E0	0E0	0E0	5.5555E5	7.8859E5	0E0	0E0	1.4265E4	0E0	0E0	0E0	0E0				11381
MGYG000000262_02399	MGYG000000262_02399	6	3	2.9	8.761E5	0E0	1.6661E4	4.1449E4	1.7039E4	2.5055E5	1.5368E5	1.0643E4	1.6922E5	0E0	2.2658E4	0E0	6.935E4	1.2485E5				11382
MGYG000000304_00082	MGYG000000304_00082	6	1	2.9	5.3458E5	0E0	0E0	0E0	0E0	0E0	0E0	2.1798E4	0E0	2.5464E5	0E0	1.0115E5	1.5699E5	0E0				11383
MGYG000001423_00635	MGYG000001423_00635	2	1	2.9	1.5305E6	0E0	0E0	0E0	3.3253E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	1.198E6				11384
MGYG000002444_01851	MGYG000002444_01851	4	4	2.89	1.0648E7	0E0	0E0	0E0	0E0	0E0	1.9842E6	1.7981E5	3.5097E6	1.1586E6	6.1527E5	3.6529E5	1.2695E6	1.5653E6				11385
MGYG000001855_01326	MGYG000001855_01326	2	1	2.89	5.5004E5	0E0	0E0	0E0	3.9273E5	0E0	0E0	1.5731E5	0E0	0E0	0E0	0E0	0E0	0E0				11386
sp|Q969H8|MYDGF_HUMAN	sp|Q969H8|MYDGF_HUMAN	2	2	2.89	1.0987E7	9.4755E5	5.0787E5	3.9218E5	2.7621E6	0E0	1.657E6	1.3618E5	8.4287E5	0E0	4.2636E5	5.2163E5	1.8766E6	9.1664E5				11387
MGYG000002478_03177	MGYG000002478_03177	5	5	2.89	1.0053E7	0E0	1.06E6	1.4952E6	1.6804E6	0E0	1.2023E6	7.0337E4	0E0	1.7873E6	4.4763E5	1.0256E6	1.2843E6	0E0				11388
MGYG000000002_02986	MGYG000000002_02986	2	2	2.89	5.6968E6	0E0	3.3552E5	0E0	0E0	3.8861E6	0E0	1.053E5	4.6648E5	9.034E5	0E0	0E0	0E0	0E0				11389
MGYG000001698_00646	MGYG000001698_00646	1	1	2.89	3.9783E6	0E0	3.1273E5	1.5099E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	3.5146E6	0E0				11390
MGYG000000489_01822	MGYG000000489_01822	5	2	2.89	1.3253E6	0E0	0E0	0E0	1.3932E5	0E0	0E0	0E0	0E0	0E0	0E0	1.9496E5	9.9103E5	0E0				11391
